SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,10,protocol,7.5,20,140,7,0,0,0,0,0,0,0,0,0,0,0,0,0.87708
3,0,0,10,protocol,7.5,40,187,4.675,0,0,0,0,0,0,0,0,0,0,0,0,0.863044
4,0,0,10,protocol,7.5,60,207,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0.860911
5,0,0,10,protocol,7.5,70,189,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0.851996
6,0,0,10,protocol,7.5,90,330,3.66667,2,2,1,1,0.725,0.483333,0.308511,0.19863,0.161111,0.161111,0.161111,0.161111,0.839914
7,0,0,10,protocol,7.5,110,457,4.15455,20,20,1,1,0.666667,0.333333,0.25,0.151515,0.125,0.125,0.125,0.125,0.825509
8,0,0,10,protocol,7.5,120,520,4.33333,20,20,1,1,0.645161,0.285714,0.183486,0.11976,0.1,0.1,0.1,0.1,0.81166
9,0,0,10,protocol,7.5,120,525,4.375,20,20,1,0.95,0.475,0.271429,0.19,0.11875,0.0904762,0.0904762,0.0904762,0.0904762,0.802895
10,0,0,10,protocol,7.5,160,678,4.2375,22,22,1,0.99,0.73125,0.365625,0.278571,0.211957,0.17515,0.17515,0.17515,0.17515,0.78968
11,0,0,10,protocol,7.5,170,751,4.41765,20,20,1,0.9,0.766667,0.418182,0.313636,0.224756,0.186486,0.186486,0.186486,0.186486,0.778702
12,0,0,10,protocol,7.5,180,720,4,20,20,1,0.841667,0.561111,0.330065,0.210417,0.153495,0.118824,0.118824,0.118824,0.118824,0.771623
13,0,0,10,protocol,7.5,210,844,4.01905,20,20,1,0.8125,0.629464,0.365285,0.211712,0.156319,0.126118,0.126118,0.126118,0.126118,0.764554
14,0,0,10,protocol,7.5,220,906,4.11818,60,58,0.966667,0.816667,0.6375,0.364286,0.216714,0.148256,0.115909,0.115909,0.115909,0.115909,0.759032
15,0,0,10,protocol,7.5,240,1037,4.32083,60,59,0.983333,0.858333,0.686667,0.394636,0.235698,0.160938,0.121606,0.121606,0.121606,0.121606,0.751521
16,0,0,10,protocol,7.5,260,1114,4.28462,82,81,0.987805,0.868966,0.609813,0.395455,0.244841,0.167308,0.126576,0.126576,0.126576,0.126576,0.744036
