SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2.56,5,10,protocol,7.5,20,140,7,0,0,0,0,0,0,0,0,0,0,0,0,0.840912
3,5.632,11,10,protocol,7.5,40,212,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0.823635
4,9.728,19,10,protocol,7.5,60,277,4.61667,0,0,0,0,0,0,0,0,0,0,0,0,0.809034
5,11.264,22,10,protocol,7.5,70,326,4.65714,0,0,0,0,0,0,0,0,0,0,0,0,0.785299
6,9.728,19,10,protocol,7.5,90,460,5.11111,2,2,1,1,0.9,0.6,0.382979,0.246575,0.2,0.2,0.2,0.2,0.754963
7,10.24,20,10,protocol,7.5,110,590,5.36364,20,20,1,1,0.666667,0.333333,0.25,0.151515,0.125,0.125,0.125,0.125,0.728476
8,10.24,20,10,protocol,7.5,120,620,5.16667,20,20,1,1,0.645161,0.285714,0.183486,0.11976,0.1,0.1,0.1,0.1,0.70471
9,10.24,20,10,protocol,7.5,120,606,5.05,20,20,1,0.925,0.4625,0.264286,0.185,0.115625,0.0880952,0.0880952,0.0880952,0.0880952,0.690591
10,12.8,25,10,protocol,7.5,160,763,4.76875,22,22,1,0.99,0.725,0.3625,0.27619,0.210145,0.173653,0.173653,0.173653,0.173653,0.66941
11,12.288,24,10,protocol,7.5,170,843,4.95882,20,20,1,1,0.816667,0.445455,0.334091,0.239414,0.198649,0.198649,0.198649,0.198649,0.652066
12,10.752,21,10,protocol,7.5,180,826,4.58889,20,20,1,0.991667,0.661111,0.388889,0.247917,0.180851,0.14,0.14,0.14,0.14,0.640643
13,9.216,18,10,protocol,7.5,210,969,4.61429,20,20,1,0.9375,0.71875,0.417098,0.241742,0.178492,0.144007,0.144007,0.144007,0.144007,0.623868
14,7.168,14,10,protocol,7.5,220,1054,4.79091,60,60,1,0.966667,0.758333,0.433333,0.25779,0.176357,0.137879,0.137879,0.137879,0.137879,0.609664
15,6.144,12,10,protocol,7.5,240,1161,4.8375,60,59,0.983333,0.95,0.76,0.436782,0.26087,0.178125,0.134593,0.134593,0.134593,0.134593,0.592572
16,6.144,12,10,protocol,7.5,260,1256,4.83077,82,81,0.987805,0.951724,0.668224,0.433333,0.268293,0.183333,0.1387,0.1387,0.1387,0.1387,0.579751
