SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2.048,4,10,protocol,7.5,20,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0.851729
3,8.192,16,10,protocol,7.5,30,212,7.06667,0,0,0,0,0,0,0,0,0,0,0,0,0.889453
4,11.776,23,10,protocol,7.5,50,418,8.36,0,0,0,1,1,1,0.5,0.333333,0.2,0.2,0.2,0.2,0.873081
5,14.848,29,10,protocol,7.5,60,433,7.21667,0,0,0,1,1,1,0.5,0.333333,0.2,0.2,0.2,0.2,0.848591
6,13.824,27,10,protocol,7.5,80,568,7.1,0,0,0,0.925,0.925,0.925,0.4625,0.264286,0.168182,0.168182,0.168182,0.168182,0.826655
7,15.872,31,10,protocol,7.5,90,557,6.18889,0,0,0,0.928571,0.875,0.4375,0.273438,0.175,0.116667,0.116667,0.116667,0.116667,0.817573
8,16.384,32,10,protocol,7.5,110,667,6.06364,0,0,0,1,0.916667,0.458333,0.305556,0.2,0.144737,0.144737,0.144737,0.144737,0.801883
9,14.848,29,10,protocol,7.5,120,760,6.33333,0,0,0,1,0.79,0.438889,0.286232,0.218232,0.151923,0.151923,0.151923,0.151923,0.787715
10,11.776,23,10,protocol,7.5,130,806,6.2,0,0,0,0.909091,0.545455,0.324324,0.2,0.134831,0.102857,0.102857,0.102857,0.102857,0.773505
11,8.192,16,10,protocol,7.5,140,892,6.37143,0,0,0,0.925,0.5625,0.310345,0.205479,0.141066,0.104651,0.104651,0.104651,0.104651,0.765329
12,9.216,18,10,protocol,7.5,160,1004,6.275,4,4,1,0.828571,0.503521,0.295455,0.203125,0.156798,0.121806,0.121806,0.121806,0.121806,0.760994
13,9.216,18,10,protocol,7.5,170,1140,6.70588,20,19,0.95,0.8875,0.525,0.318182,0.218182,0.161228,0.129032,0.129032,0.129032,0.129032,0.752864
14,8.192,16,10,protocol,7.5,190,1199,6.31053,20,20,1,0.85,0.518349,0.322857,0.242489,0.176287,0.141074,0.141074,0.141074,0.141074,0.746058
15,6.144,12,10,protocol,7.5,200,1250,6.25,20,19,0.95,0.88,0.518605,0.310585,0.227088,0.168684,0.135976,0.135976,0.135976,0.135976,0.74
16,7.68,15,10,protocol,7.5,220,1609,7.31364,40,40,1,0.890351,0.546748,0.362046,0.257663,0.183367,0.147965,0.147965,0.147965,0.147965,0.731136
