SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.512,1,10,protocol,7.5,20,50,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.717943
3,2.048,4,10,protocol,7.5,30,70,2.33333,0,0,0,0,0,0,0,0,0,0,0,0,0.620262
4,2.048,4,10,protocol,7.5,50,120,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.543767
5,2.048,4,10,protocol,7.5,60,136,2.26667,0,0,0,0,0,0,0,0,0,0,0,0,0.484994
6,2.048,4,10,protocol,7.5,70,170,2.42857,0,0,0,1,1,1,0.333333,0.25,0.25,0.25,0.25,0.25,0.44696
7,2.048,4,10,protocol,7.5,80,179,2.2375,0,0,0,1,1,1,0.333333,0.25,0.2,0.2,0.2,0.2,0.422865
8,2.048,4,10,protocol,7.5,100,255,2.55,0,0,0,1,1,1,0.333333,0.25,0.2,0.2,0.2,0.2,0.399086
9,2.048,4,10,protocol,7.5,120,340,2.83333,20,20,1,1,1,1,0.666667,0.5,0.444444,0.444444,0.444444,0.444444,0.379462
10,2.048,4,10,protocol,7.5,130,334,2.56923,20,20,1,1,0.8,0.634921,0.5,0.333333,0.266667,0.266667,0.266667,0.266667,0.364667
11,2.048,4,10,protocol,7.5,140,324,2.31429,20,20,1,0.975,0.906977,0.541667,0.453488,0.325,0.26,0.26,0.26,0.26,0.353063
12,2.048,4,10,protocol,7.5,160,329,2.05625,20,20,1,0.970588,0.9625,0.48125,0.405263,0.320833,0.236196,0.236196,0.236196,0.236196,0.343227
13,2.048,4,10,protocol,7.5,170,348,2.04706,40,40,1,1,0.99,0.55,0.4125,0.353571,0.260526,0.260526,0.260526,0.260526,0.341263
14,2.048,4,10,protocol,7.5,190,359,1.88947,40,40,1,1,0.96,0.369231,0.32,0.275862,0.212389,0.212389,0.212389,0.212389,0.33857
15,2.048,4,10,protocol,7.5,200,387,1.935,40,40,1,0.925,0.91,0.364,0.303333,0.236979,0.197826,0.197826,0.197826,0.197826,0.332049
16,1.536,3,10,protocol,7.5,210,408,1.94286,60,59,0.983333,0.973684,0.883333,0.368056,0.294444,0.230435,0.197026,0.197026,0.197026,0.197026,0.328716
17,2.048,4,10,protocol,7.5,230,398,1.73043,58,58,1,1,0.783333,0.309211,0.235,0.178707,0.13783,0.13783,0.13783,0.13783,0.323895
