SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
22,0,0,10,protocol,7.5,90,68,0.755556,0,0,0,0,0.9,0.3,0.225,0.18,0.142857,0.142857,0.142857,0.142857,0.272384
23,0,0,10,protocol,7.5,90,62,0.688889,0,0,0,0,1,0.47619,0.227273,0.2,0.142857,0.142857,0.142857,0.142857,0.272645
24,0,0,10,protocol,7.5,100,62,0.62,0,0,0,0,0.411765,0.233333,0.14,0.14,0.1,0.1,0.1,0.1,0.278495
25,0,0,10,protocol,7.5,100,46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.27949
26,0,0,10,protocol,7.5,110,82,0.745455,20,20,1,1,0.3,0.179104,0.15,0.133333,0.0857143,0.0857143,0.0857143,0.0857143,0.276011
27,0,0,10,protocol,7.5,110,100,0.909091,0,0,0,1,0.5,0.285714,0.229885,0.20202,0.142857,0.142857,0.142857,0.142857,0.273064
28,0,0,10,protocol,7.5,110,102,0.927273,0,0,0,1,0.5,0.285714,0.222222,0.2,0.152672,0.152672,0.152672,0.152672,0.272661
29,0,0,10,protocol,7.5,120,127,1.05833,10,10,1,1,0.487805,0.25,0.217391,0.17094,0.129032,0.129032,0.129032,0.129032,0.269997
30,0,0,10,protocol,7.5,120,116,0.966667,20,20,1,0.9,0.4,0.24,0.183673,0.15,0.1125,0.1125,0.1125,0.1125,0.267627
31,0,0,10,protocol,7.5,130,153,1.17692,20,20,1,1,0.47,0.283133,0.195833,0.156667,0.123684,0.123684,0.123684,0.123684,0.265413
32,0,0,10,protocol,7.5,130,156,1.2,20,20,1,1,0.53,0.368056,0.220833,0.176667,0.139474,0.139474,0.139474,0.139474,0.263435
33,0,0,10,protocol,7.5,130,163,1.25385,20,20,1,0.931818,0.646341,0.33125,0.220833,0.176667,0.140957,0.140957,0.140957,0.140957,0.261835
34,1.536,3,10,protocol,7.5,140,186,1.32857,40,40,1,1,0.666667,0.363636,0.25,0.210526,0.180995,0.180995,0.180995,0.180995,0.266118
35,2.048,4,10,protocol,7.5,140,181,1.29286,40,40,1,0.975,0.609375,0.354545,0.246835,0.204188,0.167382,0.167382,0.167382,0.167382,0.268725
36,2.048,4,10,protocol,7.5,150,176,1.17333,30,29,0.966667,0.9125,0.474026,0.314655,0.248299,0.17381,0.135185,0.135185,0.135185,0.135185,0.268883
37,2.048,4,10,protocol,7.5,150,204,1.36,20,20,1,1,0.5875,0.427273,0.295597,0.20614,0.173432,0.173432,0.173432,0.173432,0.267763
38,2.048,4,10,protocol,7.5,160,232,1.45,40,40,1,1,0.7,0.538462,0.393258,0.28,0.225806,0.225806,0.225806,0.225806,0.267756
39,1.536,3,10,protocol,7.5,160,225,1.40625,40,40,1,1,0.665,0.511538,0.369444,0.266,0.21875,0.21875,0.21875,0.21875,0.268126
40,2.048,4,10,protocol,7.5,160,216,1.35,40,40,1,1,0.6,0.41958,0.333333,0.248963,0.19802,0.19802,0.19802,0.19802,0.268185
41,2.048,4,10,protocol,7.5,170,209,1.22941,20,20,1,0.885714,0.540441,0.386842,0.319565,0.267273,0.198649,0.198649,0.198649,0.198649,0.267352
42,2.048,4,10,protocol,7.5,170,202,1.18824,20,20,1,0.934426,0.511278,0.357895,0.295652,0.251852,0.184783,0.184783,0.184783,0.184783,0.266589
43,1.024,2,10,protocol,7.5,180,181,1.00556,22,22,1,0.936364,0.46748,0.27381,0.216165,0.173716,0.130979,0.130979,0.130979,0.130979,0.267247
44,0,0,10,protocol,7.5,180,187,1.03889,20,20,1,0.95,0.59375,0.316667,0.250943,0.192197,0.156103,0.156103,0.156103,0.156103,0.267187
45,0,0,10,protocol,7.5,180,182,1.01111,20,20,1,0.913462,0.63,0.3,0.243243,0.182081,0.146512,0.146512,0.146512,0.146512,0.269266
46,0,0,10,protocol,7.5,190,182,0.957895,20,20,1,0.94,0.575,0.281863,0.23,0.155405,0.122863,0.122863,0.122863,0.122863,0.269438
47,0,0,10,protocol,7.5,190,174,0.915789,20,20,1,0.934783,0.594444,0.2675,0.214,0.146575,0.116304,0.116304,0.116304,0.116304,0.26807
48,0,0,10,protocol,7.5,190,168,0.884211,24,23,0.958333,0.975,0.516667,0.244737,0.178846,0.127747,0.0978947,0.0978947,0.0978947,0.0978947,0.266843
49,0,0,10,protocol,7.5,200,166,0.83,40,38,0.95,0.941667,0.513636,0.248899,0.189597,0.137136,0.10463,0.10463,0.10463,0.10463,0.26615
50,0,0,10,protocol,7.5,200,160,0.8,46,46,1,0.991667,0.607143,0.252119,0.205172,0.152174,0.112053,0.112053,0.112053,0.112053,0.26499
51,0,0,10,protocol,7.5,210,176,0.838095,60,60,1,1,0.674157,0.224719,0.2,0.14218,0.106572,0.106572,0.106572,0.106572,0.263874
52,0,0,10,protocol,7.5,210,170,0.809524,52,52,1,0.98,0.616667,0.20632,0.185,0.12907,0.0984043,0.0984043,0.0984043,0.0984043,0.262834
53,0.512,1,10,protocol,7.5,220,152,0.690909,60,59,0.983333,0.95,0.461905,0.184411,0.139568,0.0932692,0.0686969,0.0686969,0.0686969,0.0686969,0.26203
54,2.048,4,10,protocol,7.5,220,167,0.759091,52,51,0.980769,0.95,0.452381,0.219231,0.165457,0.104205,0.0815451,0.0815451,0.0815451,0.0815451,0.261391
55,2.048,4,10,protocol,7.5,220,174,0.790909,40,40,1,0.958333,0.45,0.239754,0.170058,0.102993,0.0829787,0.0829787,0.0829787,0.0829787,0.261777
56,2.048,4,10,protocol,7.5,230,222,0.965217,40,40,1,0.980769,0.586667,0.345098,0.240437,0.141252,0.110831,0.110831,0.110831,0.110831,0.262153
57,1.024,2,10,protocol,7.5,230,222,0.965217,60,56,0.933333,0.925,0.590909,0.368421,0.262248,0.143082,0.112903,0.112903,0.112903,0.112903,0.262444
58,0,0,10,protocol,7.5,240,175,0.729167,60,58,0.966667,0.908333,0.4375,0.28169,0.205882,0.110759,0.0861009,0.0861009,0.0861009,0.0861009,0.263005
59,0,0,10,protocol,7.5,240,179,0.745833,60,58,0.966667,0.9375,0.476821,0.280156,0.195652,0.111628,0.0907945,0.0907945,0.0907945,0.0907945,0.263951
60,0,0,10,protocol,7.5,240,184,0.766667,60,60,1,0.98,0.494983,0.285714,0.193717,0.111782,0.0930818,0.0930818,0.0930818,0.0930818,0.264444
61,0,0,10,protocol,7.5,250,190,0.76,75,75,1,1,0.434911,0.267273,0.168966,0.102368,0.0857643,0.0857643,0.0857643,0.0857643,0.264867
62,1.536,3,10,protocol,7.5,250,188,0.752,80,77,0.9625,0.915094,0.447853,0.244966,0.166667,0.102672,0.0842956,0.0842956,0.0842956,0.0842956,0.26544
63,2.048,4,10,protocol,7.5,260,230,0.884615,80,80,1,0.985294,0.513966,0.280488,0.184369,0.123989,0.0987124,0.0987124,0.0987124,0.0987124,0.265953
64,2.048,4,10,protocol,7.5,260,230,0.884615,80,78,0.975,0.906667,0.505348,0.287234,0.194045,0.129275,0.101178,0.101178,0.101178,0.101178,0.266436
65,16.896,33,10,protocol,7.5,260,268,1.03077,80,79,0.9875,0.95,0.59893,0.341985,0.226263,0.159544,0.116667,0.116667,0.116667,0.116667,0.268432
66,2.048,4,10,protocol,7.5,270,300,1.11111,80,79,0.9875,0.955056,0.647208,0.386364,0.236111,0.173116,0.126363,0.126363,0.126363,0.126363,0.26976
67,2.048,4,10,protocol,7.5,270,295,1.09259,98,98,1,0.952153,0.68306,0.350631,0.232342,0.165235,0.123274,0.123274,0.123274,0.123274,0.270707
68,2.048,4,10,protocol,7.5,280,290,1.03571,100,98,0.98,0.95,0.677419,0.36,0.227848,0.16092,0.123167,0.123167,0.123167,0.123167,0.270957
69,2.048,4,10,protocol,7.5,280,290,1.03571,114,111,0.973684,0.939815,0.604878,0.340659,0.219081,0.157962,0.121212,0.121212,0.121212,0.121212,0.271192
70,2.048,4,10,protocol,7.5,290,300,1.03448,120,117,0.975,0.886861,0.602128,0.336905,0.227127,0.166863,0.12817,0.12817,0.12817,0.12817,0.271646
71,2.048,4,10,protocol,7.5,290,324,1.11724,120,120,1,0.955882,0.636364,0.364497,0.235654,0.18769,0.138926,0.138926,0.138926,0.138926,0.271826
72,2.048,4,10,protocol,7.5,290,320,1.10345,120,114,0.95,0.901515,0.540107,0.340449,0.226796,0.186576,0.136425,0.136425,0.136425,0.136425,0.271976
73,2.048,4,10,protocol,7.5,290,342,1.17931,134,130,0.970149,0.902256,0.556507,0.335052,0.242176,0.197448,0.147593,0.147593,0.147593,0.147593,0.272167
74,2.048,4,10,protocol,7.5,300,402,1.34,151,146,0.966887,0.9375,0.627451,0.397516,0.287425,0.227219,0.172043,0.172043,0.172043,0.172043,0.272296
75,2.048,4,10,protocol,7.5,300,428,1.42667,168,164,0.97619,0.930029,0.620061,0.423237,0.3,0.24,0.182632,0.182632,0.182632,0.182632,0.272483
76,5.12,10,10,protocol,7.5,310,441,1.42258,204,199,0.97549,0.918719,0.606887,0.427273,0.304317,0.239932,0.182171,0.182171,0.182171,0.182171,0.274081
77,6.144,12,10,protocol,7.5,310,470,1.51613,222,216,0.972973,0.940191,0.642857,0.464876,0.317348,0.246305,0.1875,0.1875,0.1875,0.1875,0.274886
78,6.144,12,10,protocol,7.5,320,500,1.5625,212,210,0.990566,0.950644,0.714286,0.487329,0.324675,0.24975,0.194326,0.194326,0.194326,0.194326,0.275297
79,5.632,11,10,protocol,7.5,320,467,1.45938,195,194,0.994872,0.944444,0.692878,0.455166,0.302461,0.222381,0.179202,0.179202,0.179202,0.179202,0.275785
80,6.144,12,10,protocol,7.5,320,404,1.2625,172,172,1,0.926396,0.60119,0.372694,0.263192,0.190028,0.151994,0.151994,0.151994,0.151994,0.276554
81,6.656,13,10,protocol,7.5,320,367,1.14688,154,151,0.980519,0.930233,0.53655,0.321366,0.243207,0.171978,0.133406,0.133406,0.133406,0.133406,0.276465
82,6.144,12,10,protocol,7.5,320,364,1.1375,160,159,0.99375,0.935294,0.536873,0.321555,0.241539,0.167897,0.131884,0.131884,0.131884,0.131884,0.275965
83,6.144,12,10,protocol,7.5,320,406,1.26875,178,174,0.977528,0.933962,0.597059,0.349699,0.266404,0.18239,0.147422,0.147422,0.147422,0.147422,0.275467
84,6.144,12,10,protocol,7.5,320,387,1.20938,160,157,0.98125,0.950867,0.567449,0.335355,0.251953,0.174324,0.136701,0.136701,0.136701,0.136701,0.274947
85,4.096,8,10,protocol,7.5,320,388,1.2125,178,172,0.966292,0.909574,0.546479,0.359259,0.247449,0.178637,0.136236,0.136236,0.136236,0.136236,0.274582
86,5.12,10,10,protocol,7.5,320,415,1.29688,184,184,1,0.927461,0.587819,0.391509,0.263659,0.185932,0.14623,0.14623,0.14623,0.14623,0.274459
87,6.144,12,10,protocol,7.5,320,454,1.41875,220,211,0.959091,0.89485,0.627072,0.418048,0.291586,0.198774,0.158243,0.158243,0.158243,0.158243,0.274535
88,6.144,12,10,protocol,7.5,320,492,1.5375,230,224,0.973913,0.936475,0.684284,0.461538,0.311392,0.210256,0.16712,0.16712,0.16712,0.16712,0.27432
89,6.144,12,10,protocol,7.5,320,514,1.60625,286,278,0.972028,0.946108,0.734286,0.501953,0.317873,0.218166,0.172715,0.172715,0.172715,0.172715,0.273984
90,6.144,12,10,protocol,7.5,320,538,1.68125,340,338,0.994118,0.960821,0.753501,0.511893,0.327649,0.219951,0.175932,0.175932,0.175932,0.175932,0.273647
91,7.68,15,10,protocol,7.5,320,543,1.69687,394,389,0.98731,0.972222,0.716359,0.487433,0.319036,0.217026,0.176013,0.176013,0.176013,0.176013,0.273718
92,8.192,16,10,protocol,7.5,320,524,1.6375,428,409,0.955607,0.945283,0.677003,0.462081,0.293065,0.207278,0.170407,0.170407,0.170407,0.170407,0.273645
93,8.192,16,10,protocol,7.5,320,537,1.67813,440,437,0.993182,0.982692,0.672932,0.4475,0.294731,0.208463,0.178287,0.178287,0.178287,0.178287,0.273563
94,8.192,16,10,protocol,7.5,320,546,1.70625,424,420,0.990566,0.982213,0.679104,0.425234,0.295775,0.21,0.179724,0.179724,0.179724,0.179724,0.273456
95,8.192,16,10,protocol,7.5,320,528,1.65,420,405,0.964286,0.935798,0.649446,0.387665,0.278481,0.200303,0.166772,0.166772,0.166772,0.166772,0.273338
96,8.192,16,10,protocol,7.5,320,558,1.74375,370,368,0.994595,0.97318,0.682152,0.404935,0.293067,0.212006,0.170747,0.170747,0.170747,0.170747,0.273259
97,8.192,16,10,protocol,7.5,320,573,1.79062,304,301,0.990132,0.931559,0.679715,0.422566,0.294148,0.214768,0.173847,0.173847,0.173847,0.173847,0.273387
98,8.192,16,10,protocol,7.5,320,554,1.73125,244,225,0.922131,0.862319,0.599567,0.407353,0.275622,0.207103,0.165274,0.165274,0.165274,0.165274,0.273665
99,6.656,13,10,protocol,7.5,320,532,1.6625,250,238,0.952,0.877095,0.565356,0.371508,0.263236,0.193736,0.157303,0.157303,0.157303,0.157303,0.273905
100,3.072,6,10,protocol,7.5,320,549,1.71562,294,285,0.969388,0.896296,0.579114,0.375513,0.276435,0.199346,0.163102,0.163102,0.163102,0.163102,0.275029
101,4.096,8,10,protocol,7.5,320,601,1.87813,322,316,0.981366,0.92803,0.662624,0.412209,0.299751,0.219423,0.17818,0.17818,0.17818,0.17818,0.275503
102,2.048,4,10,protocol,7.5,320,567,1.77188,296,282,0.952703,0.86087,0.624449,0.406743,0.279586,0.204841,0.167901,0.167901,0.167901,0.167901,0.275914
103,4.096,8,10,protocol,7.5,320,590,1.84375,258,251,0.972868,0.895795,0.609504,0.434462,0.294118,0.213304,0.173376,0.173376,0.173376,0.173376,0.2762
104,3.072,6,10,protocol,7.5,320,654,2.04375,232,224,0.965517,0.948669,0.712418,0.503077,0.337287,0.231833,0.192466,0.192466,0.192466,0.192466,0.276646
105,2.048,4,10,protocol,7.5,320,650,2.03125,272,270,0.992647,0.922547,0.742009,0.516693,0.332992,0.227035,0.190784,0.190784,0.190784,0.190784,0.27673
106,2.048,4,10,protocol,7.5,320,584,1.825,269,265,0.98513,0.93633,0.651786,0.484245,0.300103,0.206069,0.169177,0.169177,0.169177,0.169177,0.2769
107,2.048,4,10,protocol,7.5,320,578,1.80625,214,209,0.976636,0.949597,0.650901,0.476112,0.287419,0.211412,0.167294,0.167294,0.167294,0.167294,0.277119
108,3.072,6,10,protocol,7.5,320,492,1.5375,140,138,0.985714,0.923645,0.576788,0.398058,0.25102,0.183857,0.141217,0.141217,0.141217,0.141217,0.277781
109,3.584,7,10,protocol,7.5,320,392,1.225,125,120,0.96,0.881988,0.486352,0.304348,0.202689,0.142184,0.114252,0.114252,0.114252,0.114252,0.278122
110,2.048,4,10,protocol,7.5,320,320,1,128,122,0.953125,0.874587,0.445682,0.242057,0.166147,0.118343,0.0930774,0.0930774,0.0930774,0.0930774,0.278189
111,2.048,4,10,protocol,7.5,320,293,0.915625,116,112,0.965517,0.918699,0.418571,0.221634,0.151343,0.107169,0.0853978,0.0853978,0.0853978,0.0853978,0.278224
112,2.048,4,10,protocol,7.5,320,289,0.903125,100,98,0.98,0.926829,0.401947,0.222308,0.148969,0.105629,0.0830937,0.0830937,0.0830937,0.0830937,0.278281
113,2.048,4,10,protocol,7.5,320,281,0.878125,96,94,0.979167,0.888889,0.36399,0.216154,0.148129,0.103499,0.0815912,0.0815912,0.0815912,0.0815912,0.278326
114,3.584,7,10,protocol,7.5,320,332,1.0375,120,116,0.966667,0.857595,0.462396,0.264964,0.169561,0.120377,0.0955121,0.0955121,0.0955121,0.0955121,0.278387
115,4.096,8,10,protocol,7.5,320,402,1.25625,140,138,0.985714,0.938992,0.594675,0.329508,0.204684,0.142908,0.114107,0.114107,0.114107,0.114107,0.278469
116,20.992,41,10,protocol,7.5,320,428,1.3375,174,174,1,0.936548,0.706271,0.358459,0.216929,0.155185,0.120428,0.120428,0.120428,0.120428,0.279006
117,4.096,8,10,protocol,7.5,320,418,1.30625,240,236,0.983333,0.938095,0.647059,0.353638,0.221633,0.152778,0.115725,0.115725,0.115725,0.115725,0.279087
118,4.096,8,10,protocol,7.5,320,415,1.29688,220,217,0.986364,0.943128,0.662939,0.347571,0.221451,0.151681,0.114578,0.114578,0.114578,0.114578,0.27931
119,4.096,8,10,protocol,7.5,320,418,1.30625,254,252,0.992126,0.942857,0.696667,0.359725,0.215909,0.153564,0.114835,0.114835,0.114835,0.114835,0.279457
120,4.096,8,10,protocol,7.5,320,443,1.38437,252,249,0.988095,0.963592,0.740803,0.380911,0.220727,0.163228,0.123951,0.123951,0.123951,0.123951,0.279684
121,4.096,8,10,protocol,7.5,320,432,1.35,222,221,0.995495,0.964646,0.722408,0.357912,0.209505,0.159233,0.120536,0.120536,0.120536,0.120536,0.279785
122,3.584,7,10,protocol,7.5,320,418,1.30625,152,149,0.980263,0.940722,0.665605,0.347176,0.209209,0.153338,0.113525,0.113525,0.113525,0.113525,0.280039
123,2.048,4,10,protocol,7.5,320,395,1.23438,140,138,0.985714,0.876263,0.572464,0.322449,0.200203,0.139774,0.108042,0.108042,0.108042,0.108042,0.280187
124,2.048,4,10,protocol,7.5,320,410,1.28125,158,153,0.968354,0.893048,0.563187,0.339967,0.204285,0.14177,0.114174,0.114174,0.114174,0.114174,0.280236
125,2.048,4,10,protocol,7.5,320,411,1.28438,136,129,0.948529,0.859944,0.577247,0.3288,0.205809,0.137827,0.114997,0.114997,0.114997,0.114997,0.280271
126,2.048,4,10,protocol,7.5,320,466,1.45625,128,128,1,0.918421,0.680292,0.351433,0.228656,0.157966,0.129086,0.129086,0.129086,0.129086,0.280256
127,2.048,4,10,protocol,7.5,320,425,1.32812,146,140,0.958904,0.904639,0.605413,0.304006,0.204721,0.146957,0.117015,0.117015,0.117015,0.117015,0.280261
128,2.048,4,10,protocol,7.5,320,404,1.2625,184,180,0.978261,0.896825,0.57305,0.294461,0.198917,0.141259,0.111664,0.111664,0.111664,0.111664,0.280346
129,2.048,4,10,protocol,7.5,320,407,1.27188,176,169,0.960227,0.893333,0.534121,0.305097,0.206389,0.142507,0.115658,0.115658,0.115658,0.115658,0.280652
130,2.048,4,10,protocol,7.5,320,416,1.3,156,150,0.961538,0.860963,0.533333,0.319018,0.205737,0.146479,0.117051,0.117051,0.117051,0.117051,0.280936
131,2.048,4,10,protocol,7.5,320,456,1.425,140,137,0.978571,0.904145,0.59144,0.341829,0.222439,0.164621,0.127019,0.127019,0.127019,0.127019,0.280916
132,2.048,4,10,protocol,7.5,320,477,1.49063,134,132,0.985075,0.908867,0.624346,0.35229,0.234513,0.169691,0.133166,0.133166,0.133166,0.133166,0.280903
133,2.048,4,10,protocol,7.5,320,410,1.28125,132,124,0.939394,0.865196,0.546667,0.28914,0.206237,0.145597,0.117009,0.117009,0.117009,0.117009,0.281015
134,2.048,4,10,protocol,7.5,320,470,1.46875,84,84,1,0.9,0.642077,0.333333,0.235,0.165376,0.13467,0.13467,0.13467,0.13467,0.281032
135,2.048,4,10,protocol,7.5,320,502,1.56875,101,97,0.960396,0.912017,0.675639,0.367766,0.24632,0.177636,0.145465,0.145465,0.145465,0.145465,0.281039
136,2.048,4,10,protocol,7.5,320,526,1.64375,100,100,1,0.945312,0.659148,0.384784,0.254722,0.188126,0.152464,0.152464,0.152464,0.152464,0.281025
137,2.048,4,10,protocol,7.5,320,556,1.7375,126,126,1,0.909594,0.68642,0.408223,0.26214,0.198571,0.160926,0.160926,0.160926,0.160926,0.281018
138,2.048,4,10,protocol,7.5,320,578,1.80625,104,102,0.980769,0.9125,0.694712,0.415827,0.273804,0.204892,0.169501,0.169501,0.169501,0.169501,0.281038
139,2.048,4,10,protocol,7.5,320,506,1.58125,136,125,0.919118,0.827055,0.559735,0.378176,0.240723,0.181102,0.148083,0.148083,0.148083,0.148083,0.281283
140,2.048,4,10,protocol,7.5,320,524,1.6375,156,152,0.974359,0.87069,0.559829,0.391629,0.248341,0.192647,0.152326,0.152326,0.152326,0.152326,0.281453
141,2.048,4,10,protocol,7.5,320,588,1.8375,158,158,1,0.889892,0.637744,0.43299,0.283237,0.223065,0.172333,0.172333,0.172333,0.172333,0.281768
142,2.048,4,10,protocol,7.5,320,645,2.01562,186,176,0.946237,0.92029,0.68617,0.469091,0.314174,0.244503,0.194805,0.194805,0.194805,0.194805,0.281785
143,2.048,4,10,protocol,7.5,320,632,1.975,192,191,0.994792,0.910112,0.67666,0.434663,0.3095,0.238851,0.19713,0.19713,0.19713,0.19713,0.28184
144,2.048,4,10,protocol,7.5,320,602,1.88125,166,160,0.963855,0.868321,0.635021,0.392438,0.294377,0.224459,0.19172,0.19172,0.19172,0.19172,0.281849
145,2.048,4,10,protocol,7.5,320,546,1.70625,160,148,0.925,0.820841,0.588362,0.34557,0.270565,0.206662,0.174552,0.174552,0.174552,0.174552,0.281839
146,2.048,4,10,protocol,7.5,320,546,1.70625,156,145,0.929487,0.847222,0.551515,0.347771,0.272727,0.206975,0.175337,0.175337,0.175337,0.175337,0.281828
147,2.048,4,10,protocol,7.5,320,544,1.7,136,132,0.970588,0.846939,0.528155,0.348718,0.265885,0.207792,0.175597,0.175597,0.175597,0.175597,0.281817
148,2.048,4,10,protocol,7.5,320,539,1.68437,124,122,0.983871,0.865613,0.539,0.341139,0.264216,0.20843,0.174321,0.174321,0.174321,0.174321,0.281798
149,2.048,4,10,protocol,7.5,320,526,1.64375,120,110,0.916667,0.831967,0.527054,0.333756,0.258858,0.207577,0.171447,0.171447,0.171447,0.171447,0.281891
150,2.048,4,10,protocol,7.5,320,522,1.63125,144,136,0.944444,0.84728,0.557692,0.338521,0.261,0.208134,0.170477,0.170477,0.170477,0.170477,0.282135
151,2.048,4,10,protocol,7.5,320,487,1.52188,160,154,0.9625,0.837778,0.536344,0.314194,0.243744,0.1948,0.159567,0.159567,0.159567,0.159567,0.282292
152,2.048,4,10,protocol,7.5,320,500,1.5625,160,156,0.975,0.879717,0.554324,0.320513,0.25227,0.198886,0.166223,0.166223,0.166223,0.166223,0.282272
153,2.048,4,10,protocol,7.5,320,481,1.50313,160,155,0.96875,0.864286,0.561916,0.318543,0.244908,0.192246,0.159272,0.159272,0.159272,0.159272,0.28225
154,2.048,4,10,protocol,7.5,320,494,1.54375,156,153,0.980769,0.906091,0.596618,0.333784,0.253854,0.197442,0.167628,0.167628,0.167628,0.167628,0.282288
155,2.048,4,10,protocol,7.5,320,468,1.4625,104,103,0.990385,0.852041,0.565217,0.319672,0.242236,0.188558,0.159184,0.159184,0.159184,0.159184,0.282283
156,2.048,4,10,protocol,7.5,320,444,1.3875,124,113,0.91129,0.814721,0.538835,0.309623,0.230889,0.183017,0.151536,0.151536,0.151536,0.151536,0.282261
157,2.048,4,10,protocol,7.5,320,458,1.43125,122,119,0.97541,0.865979,0.566832,0.335286,0.241053,0.188322,0.156957,0.156957,0.156957,0.156957,0.28224
158,2.048,4,10,protocol,7.5,320,468,1.4625,120,119,0.991667,0.880814,0.585,0.362229,0.246835,0.195652,0.161157,0.161157,0.161157,0.161157,0.282232
159,2.048,4,10,protocol,7.5,320,441,1.37813,134,132,0.985075,0.8875,0.55125,0.348892,0.232105,0.188301,0.151964,0.151964,0.151964,0.151964,0.282235
160,2.048,4,10,protocol,7.5,320,435,1.35938,140,138,0.985714,0.908163,0.560567,0.35685,0.232372,0.187339,0.150832,0.150832,0.150832,0.150832,0.282401
161,2.048,4,10,protocol,7.5,320,403,1.25937,132,130,0.984848,0.894231,0.530962,0.346816,0.218547,0.174007,0.140418,0.140418,0.140418,0.140418,0.282461
162,2.048,4,10,protocol,7.5,320,418,1.30625,120,117,0.975,0.936364,0.564865,0.353041,0.226927,0.185943,0.145746,0.145746,0.145746,0.145746,0.282578
163,2.048,4,10,protocol,7.5,320,406,1.26875,122,116,0.95082,0.889222,0.537037,0.342905,0.221616,0.185558,0.142306,0.142306,0.142306,0.142306,0.282571
164,2.048,4,10,protocol,7.5,320,439,1.37187,120,116,0.966667,0.915205,0.568653,0.371719,0.250857,0.198284,0.155343,0.155343,0.155343,0.155343,0.2826
165,2.048,4,10,protocol,7.5,320,456,1.425,120,113,0.941667,0.879032,0.584615,0.386441,0.268551,0.205405,0.159776,0.159776,0.159776,0.159776,0.282585
166,2.048,4,10,protocol,7.5,320,473,1.47812,140,135,0.964286,0.926136,0.592732,0.398148,0.287015,0.216972,0.167493,0.167493,0.167493,0.167493,0.282605
167,2.048,4,10,protocol,7.5,320,437,1.36563,158,151,0.955696,0.907051,0.560256,0.358785,0.272444,0.20555,0.158333,0.158333,0.158333,0.158333,0.282582
