SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,10,protocol,7.5,10,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0.887063
3,0,0,10,protocol,7.5,20,70,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.851494
4,0,0,10,protocol,7.5,30,84,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.824936
5,0,0,10,protocol,7.5,40,110,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0.801601
6,0,0,10,protocol,7.5,50,138,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0.780218
7,0,0,10,protocol,7.5,60,130,2.16667,0,0,0,0,0,0,0,0,0,0,0,0,0.757921
8,0,0,10,protocol,7.5,60,129,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0.742797
9,0,0,10,protocol,7.5,70,119,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.724334
10,0,0,10,protocol,7.5,80,150,1.875,0,0,0,1,1,0.5,0.416667,0.16129,0.142857,0.142857,0.142857,0.142857,0.700201
11,0,0,10,protocol,7.5,90,173,1.92222,0,0,0,1,0.5,0.333333,0.333333,0.142857,0.111111,0.111111,0.111111,0.111111,0.676686
12,0,0,10,protocol,7.5,100,233,2.33,0,0,0,1,0.5,0.294118,0.25,0.111111,0.0775194,0.0775194,0.0775194,0.0775194,0.655666
13,0,0,10,protocol,7.5,110,300,2.72727,18,18,1,1,0.677966,0.4,0.285714,0.166667,0.117647,0.117647,0.117647,0.117647,0.639056
14,0,0,10,protocol,7.5,110,298,2.70909,0,0,0,1,0.75,0.3,0.214286,0.125,0.0882353,0.0882353,0.0882353,0.0882353,0.625153
15,0,0,10,protocol,7.5,120,295,2.45833,0,0,0,1,0.689655,0.333333,0.186916,0.137931,0.1,0.1,0.1,0.1,0.610086
16,0,0,10,protocol,7.5,120,289,2.40833,0,0,0,1,1,0.333333,0.196078,0.12987,0.1,0.1,0.1,0.1,0.598677
17,0,0,10,protocol,7.5,140,353,2.52143,36,36,1,1,0.842105,0.45977,0.296296,0.2,0.16,0.16,0.16,0.16,0.596031
18,0,0,10,protocol,7.5,150,351,2.34,40,40,1,0.95,0.666667,0.345455,0.205405,0.152,0.130584,0.130584,0.130584,0.130584,0.592857
