SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2.56,5,10,protocol,7.5,20,140,7,0,0,0,0,0,0,0,0,0,0,0,0,0.840912
3,6.656,13,10,protocol,7.5,40,207,5.175,0,0,0,0,0,0,0,0,0,0,0,0,0.818643
4,9.216,18,10,protocol,7.5,60,275,4.58333,0,0,0,0,0,0,0,0,0,0,0,0,0.788294
5,8.704,17,10,protocol,7.5,70,323,4.61429,0,0,0,0,0,0,0,0,0,0,0,0,0.755832
6,17.408,34,10,protocol,7.5,90,456,5.06667,2,2,1,1,0.9,0.6,0.382979,0.246575,0.2,0.2,0.2,0.2,0.772677
7,10.24,20,10,protocol,7.5,110,581,5.28182,20,20,1,1,0.666667,0.333333,0.25,0.151515,0.125,0.125,0.125,0.125,0.751175
8,10.24,20,10,protocol,7.5,120,610,5.08333,20,20,1,0.975,0.629032,0.278571,0.178899,0.116766,0.0975,0.0975,0.0975,0.0975,0.732923
9,10.24,20,10,protocol,7.5,120,602,5.01667,20,19,0.95,0.9,0.45,0.257143,0.18,0.1125,0.0857143,0.0857143,0.0857143,0.0857143,0.721688
10,13.312,26,10,protocol,7.5,160,754,4.7125,22,22,1,0.98,0.725,0.3625,0.27619,0.210145,0.173653,0.173653,0.173653,0.173653,0.701543
11,12.288,24,10,protocol,7.5,170,846,4.97647,20,20,1,1,0.827778,0.451515,0.338636,0.242671,0.201351,0.201351,0.201351,0.201351,0.684177
12,10.24,20,10,protocol,7.5,180,832,4.62222,20,19,0.95,0.983333,0.655556,0.385621,0.245833,0.179331,0.138824,0.138824,0.138824,0.138824,0.676964
13,8.192,16,10,protocol,7.5,210,956,4.55238,20,20,1,0.94375,0.723214,0.419689,0.243243,0.179601,0.144902,0.144902,0.144902,0.144902,0.662851
14,8.192,16,10,protocol,7.5,220,1043,4.74091,60,60,1,0.961111,0.75,0.428571,0.254958,0.174419,0.136364,0.136364,0.136364,0.136364,0.647837
15,7.68,15,10,protocol,7.5,240,1162,4.84167,60,59,0.983333,0.95,0.76,0.436782,0.26087,0.178125,0.134593,0.134593,0.134593,0.134593,0.630483
16,6.144,12,10,protocol,7.5,260,1237,4.75769,82,82,1,0.941379,0.661215,0.428788,0.265478,0.18141,0.137245,0.137245,0.137245,0.137245,0.618047
