SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1.024,2,10,protocol,7.5,20,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0.87317
3,1.536,3,10,protocol,7.5,30,185,6.16667,0,0,0,0,0,0,0,0,0,0,0,0,0.912276
4,0.512,1,10,protocol,7.5,50,232,4.64,0,0,0,0.45,0.45,0.45,0.225,0.15,0.09,0.09,0.09,0.09,0.919495
5,0,0,10,protocol,7.5,60,210,3.5,0,0,0,0.35,0.35,0.35,0.175,0.116667,0.07,0.07,0.07,0.07,0.918553
6,0,0,10,protocol,7.5,80,321,4.0125,0,0,0,0.5,0.5,0.5,0.25,0.142857,0.0909091,0.0909091,0.0909091,0.0909091,0.917333
7,0,0,10,protocol,7.5,90,329,3.65556,0,0,0,0.464286,0.475,0.2375,0.148438,0.095,0.0633333,0.0633333,0.0633333,0.0633333,0.91808
8,0,0,10,protocol,7.5,110,280,2.54545,0,0,0,0.5,0.366667,0.183333,0.122222,0.08,0.0578947,0.0578947,0.0578947,0.0578947,0.914447
9,0,0,10,protocol,7.5,120,376,3.13333,0,0,0,0.5,0.24,0.133333,0.0869565,0.0662983,0.0461538,0.0461538,0.0461538,0.0461538,0.909458
10,0,0,10,protocol,7.5,130,445,3.42308,0,0,0,0.522727,0.212121,0.126126,0.0777778,0.0524345,0.04,0.04,0.04,0.04,0.904326
11,2.048,4,10,protocol,7.5,140,523,3.73571,0,0,0,0.4375,0.25625,0.141379,0.0936073,0.0642633,0.0476744,0.0476744,0.0476744,0.0476744,0.897706
12,0,0,10,protocol,7.5,160,716,4.475,4,4,1,0.592857,0.323944,0.190083,0.130682,0.100877,0.0783646,0.0783646,0.0783646,0.0783646,0.891094
13,0,0,10,protocol,7.5,170,892,5.24706,20,19,0.95,0.675,0.40625,0.246212,0.168831,0.12476,0.0998464,0.0998464,0.0998464,0.0998464,0.885659
14,0,0,10,protocol,7.5,190,842,4.43158,20,13,0.65,0.5,0.298165,0.185714,0.139485,0.101404,0.0811486,0.0811486,0.0811486,0.0811486,0.881491
15,0,0,10,protocol,7.5,200,905,4.525,20,10,0.5,0.525,0.304651,0.182451,0.133401,0.0990923,0.079878,0.079878,0.079878,0.079878,0.878999
