SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
172,2589.7,5058,10,protocol,7.5,320,356,1.1125,100,97,0.97,0.78,0.410138,0.258721,0.204598,0.152137,0.128986,0.128986,0.128986,0.128986,22.8066
173,2585.6,5050,10,protocol,7.5,320,371,1.15938,100,96,0.96,0.803571,0.439573,0.269622,0.213218,0.158547,0.136197,0.136197,0.136197,0.136197,22.4934
174,2561.54,5003,10,protocol,7.5,320,319,0.996875,100,94,0.94,0.714286,0.379762,0.231495,0.183333,0.136092,0.117279,0.117279,0.117279,0.117279,22.1868
175,2579.46,5038,10,protocol,7.5,320,352,1.1,100,93,0.93,0.782143,0.416076,0.255072,0.202299,0.150685,0.129412,0.129412,0.129412,0.129412,21.8841
176,2571.26,5022,10,protocol,7.5,320,354,1.10625,100,97,0.97,0.8,0.415493,0.256522,0.203448,0.15338,0.130147,0.130147,0.130147,0.130147,21.5874
177,2556.42,4993,10,protocol,7.5,320,376,1.175,100,99,0.99,0.82963,0.447619,0.272464,0.216092,0.163478,0.137628,0.137628,0.137628,0.137628,21.2961
178,2553.34,4987,10,protocol,7.5,320,356,1.1125,100,95,0.95,0.796154,0.42381,0.260997,0.204833,0.154783,0.129927,0.129927,0.129927,0.129927,21.0089
179,2098.69,4099,10,protocol,7.5,320,312,0.975,100,96,0.96,0.726923,0.371429,0.232836,0.181395,0.13577,0.113869,0.113869,0.113869,0.113869,20.7339
180,2023.42,3952,10,protocol,7.5,320,312,0.975,100,94,0.94,0.742308,0.371429,0.234234,0.183529,0.136483,0.114035,0.114035,0.114035,0.114035,20.4636
181,1980.42,3868,10,protocol,7.5,320,330,1.03125,100,96,0.96,0.730769,0.392857,0.247006,0.193095,0.143478,0.121457,0.121457,0.121457,0.121457,20.1976
182,2036.74,3978,10,protocol,7.5,320,321,1.00313,100,92,0.92,0.722628,0.382143,0.243182,0.186628,0.139808,0.118933,0.118933,0.118933,0.118933,19.938
183,2088.45,4079,10,protocol,7.5,320,310,0.96875,100,92,0.92,0.703571,0.365566,0.235205,0.184086,0.135965,0.113971,0.113971,0.113971,0.113971,19.6791
184,2018.3,3942,10,protocol,7.5,320,338,1.05625,100,94,0.94,0.757143,0.39486,0.26,0.20119,0.149425,0.124448,0.124448,0.124448,0.124448,19.4277
185,2029.06,3963,10,protocol,7.5,320,311,0.971875,100,96,0.96,0.728571,0.370238,0.239231,0.187349,0.137611,0.115185,0.115185,0.115185,0.115185,19.1806
186,2065.41,4034,10,protocol,7.5,320,320,1,100,94,0.94,0.721429,0.380952,0.246154,0.192771,0.141593,0.118519,0.118519,0.118519,0.118519,18.934
187,1944.58,3798,10,protocol,7.5,320,303,0.946875,100,89,0.89,0.682143,0.360714,0.233077,0.18253,0.134071,0.112639,0.112639,0.112639,0.112639,18.6941
188,2037.76,3980,10,protocol,7.5,320,333,1.04062,100,95,0.95,0.757143,0.396429,0.256154,0.200602,0.147345,0.124719,0.124719,0.124719,0.124719,18.4549
