SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,10,protocol,7.5,10,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0.618952
3,2.56,5,10,protocol,7.5,10,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0.60725
4,2.048,4,10,protocol,7.5,10,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0.545407
5,2.048,4,10,protocol,7.5,10,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0.491135
6,2.048,4,10,protocol,7.5,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0.439287
7,2.048,4,10,protocol,7.5,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0.418295
8,2.048,4,10,protocol,7.5,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0.392932
9,2.048,4,10,protocol,7.5,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0.373976
10,2.048,4,10,protocol,7.5,30,40,1.33333,0,0,0,0,0,0,0,0,0,0,0,0,0.35541
11,2.048,4,10,protocol,7.5,30,40,1.33333,0,0,0,0,0,0,0,0,0,0,0,0,0.341447
12,2.048,4,10,protocol,7.5,30,44,1.46667,0,0,0,0,0,0,0,0,0,0,0,0,0.33171
13,2.048,4,10,protocol,7.5,30,50,1.66667,0,0,0,0,0,0,0,0,0,0,0,0,0.339506
14,2.048,4,10,protocol,7.5,40,70,1.75,0,0,0,1,1,1,0.5,0.2,0.2,0.2,0.2,0.2,0.342751
15,2.048,4,10,protocol,7.5,40,70,1.75,0,0,0,1,1,0.526316,0.5,0.2,0.2,0.2,0.2,0.2,0.334732
16,2.048,4,10,protocol,7.5,40,69,1.725,0,0,0,0.95,0.95,0.475,0.395833,0.19,0.19,0.19,0.19,0.19,0.326795
17,2.048,4,10,protocol,7.5,40,70,1.75,0,0,0,1,1,0.5,0.25641,0.2,0.2,0.2,0.2,0.2,0.327666
18,2.048,4,10,protocol,7.5,50,76,1.52,0,0,0,1,1,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.321398
19,2.048,4,10,protocol,7.5,50,68,1.36,0,0,0,1,1,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.31604
20,1.024,2,10,protocol,7.5,50,63,1.26,0,0,0,1,1,0.416667,0.2,0.2,0.2,0.2,0.2,0.2,0.315731
