SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1.024,2,10,protocol,7.5,10,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0.870592
3,2.048,4,10,protocol,7.5,20,42,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.853424
4,2.048,4,10,protocol,7.5,30,119,3.96667,0,0,0,0,0,0,0,0,0,0,0,0,0.851213
5,2.048,4,10,protocol,7.5,30,116,3.86667,0,0,0,0,0,0,0,0,0,0,0,0,0.843308
6,2.048,4,10,protocol,7.5,40,120,3,0,0,0,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.827902
7,2.048,4,10,protocol,7.5,50,158,3.16,0,0,0,0.4,0.4,0.4,0.2,0.133333,0.08,0.08,0.08,0.08,0.815813
8,0.512,1,10,protocol,7.5,60,199,3.31667,0,0,0,0.75,0.75,0.75,0.375,0.25,0.15,0.15,0.15,0.15,0.806473
9,0,0,10,protocol,7.5,60,214,3.56667,0,0,0,1,0.9,0.9,0.45,0.236842,0.18,0.18,0.18,0.18,0.796208
10,0,0,10,protocol,7.5,70,244,3.48571,0,0,0,1,0.95,0.95,0.475,0.316667,0.2375,0.2375,0.2375,0.2375,0.78551
11,0,0,10,protocol,7.5,80,295,3.6875,0,0,0,1,0.825,0.825,0.284483,0.20625,0.15,0.15,0.15,0.15,0.773951
12,0,0,10,protocol,7.5,90,263,2.92222,0,0,0,1,0.333333,0.25,0.125,0.0909091,0.0666667,0.0666667,0.0666667,0.0666667,0.761463
13,0,0,10,protocol,7.5,90,282,3.13333,0,0,0,1,0.333333,0.25,0.11236,0.0784314,0.0666667,0.0666667,0.0666667,0.0666667,0.754213
14,2.048,4,10,protocol,7.5,100,295,2.95,0,0,0,1,0.525,0.355932,0.21,0.14,0.117978,0.117978,0.117978,0.117978,0.748617
15,1.536,3,10,protocol,7.5,110,258,2.34545,0,0,0,1,0.3375,0.1875,0.119469,0.0762712,0.0613636,0.0613636,0.0613636,0.0613636,0.742808
16,0.512,1,10,protocol,7.5,120,299,2.49167,0,0,0,0.85,0.387097,0.218182,0.150943,0.1,0.0857143,0.0857143,0.0857143,0.0857143,0.742192
17,0,0,10,protocol,7.5,120,294,2.45,0,0,0,0.925,0.384058,0.240909,0.170968,0.106,0.0946429,0.0946429,0.0946429,0.0946429,0.742927
