SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
0,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,10,protocol,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.512,1,10,protocol,7.5,20,50,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.722462
3,2.048,4,10,protocol,7.5,30,70,2.33333,0,0,0,0,0,0,0,0,0,0,0,0,0.630307
4,2.048,4,10,protocol,7.5,50,120,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.569943
5,0.512,1,10,protocol,7.5,60,136,2.26667,0,0,0,0,0,0,0,0,0,0,0,0,0.56708
6,0,0,10,protocol,7.5,70,170,2.42857,0,0,0,1,1,1,0.333333,0.25,0.25,0.25,0.25,0.25,0.586063
7,0,0,10,protocol,7.5,80,179,2.2375,0,0,0,1,1,1,0.333333,0.25,0.2,0.2,0.2,0.2,0.591958
8,0,0,10,protocol,7.5,100,255,2.55,0,0,0,1,1,1,0.333333,0.25,0.2,0.2,0.2,0.2,0.587028
9,0,0,10,protocol,7.5,120,310,2.58333,20,10,0.5,0.75,0.75,0.75,0.5,0.375,0.333333,0.333333,0.333333,0.333333,0.571252
10,0,0,10,protocol,7.5,130,302,2.32308,20,10,0.5,0.725,0.58,0.460317,0.3625,0.241667,0.193333,0.193333,0.193333,0.193333,0.558117
11,0,0,10,protocol,7.5,140,296,2.11429,20,10,0.5,0.75,0.697674,0.416667,0.348837,0.25,0.2,0.2,0.2,0.2,0.548407
12,0,0,10,protocol,7.5,160,302,1.8875,20,10,0.5,0.794118,0.75,0.375,0.315789,0.25,0.184049,0.184049,0.184049,0.184049,0.538033
13,0,0,10,protocol,7.5,170,319,1.87647,40,30,0.75,0.875,0.8,0.444444,0.333333,0.285714,0.210526,0.210526,0.210526,0.210526,0.531458
14,0,0,10,protocol,7.5,190,332,1.74737,40,30,0.75,0.8625,0.79,0.303846,0.263333,0.227011,0.174779,0.174779,0.174779,0.174779,0.524836
15,0,0,10,protocol,7.5,200,359,1.795,40,30,0.75,0.8125,0.73,0.292,0.243333,0.190104,0.158696,0.158696,0.158696,0.158696,0.516568
16,0,0,10,protocol,7.5,210,403,1.91905,60,59,0.983333,0.973684,0.825,0.34375,0.275,0.215217,0.184015,0.184015,0.184015,0.184015,0.506181
17,0,0,10,protocol,7.5,230,390,1.69565,58,58,1,1,0.716667,0.282895,0.215,0.163498,0.1261,0.1261,0.1261,0.1261,0.493278
